,Customer Name,Date,Ratings,Review Title,Reviews
366,M.SathyaMurthy,7 October 2020,4.0 out of 5 stars,good product,very useful
367,Raman Kumar Wadhwa,17 August 2018,4.0 out of 5 stars,Better than other,Very good product
368,Amazon Customer,28 October 2017,5.0 out of 5 stars,Five Stars,The best. Dont compromise for price
369,manmohan kapoor,16 July 2018,5.0 out of 5 stars,Wonderful experience,Excellent product ultimate quality thanks amazon for such a great price
370,Mayur Parkhani,11 March 2017,5.0 out of 5 stars,Five Stars,good
371,Aabida,24 February 2019,4.0 out of 5 stars,Review,"Niceproduct,very useful product,oil free,and easy to clean also..."
372,Kalyan BJV,28 December 2015,5.0 out of 5 stars,another good product from philips,Checkout youtube for vahchef recipes
373,Johnny Meta,17 May 2016,5.0 out of 5 stars,Five Stars,For Health Conscious people.
374,Rav,9 March 2021,5.0 out of 5 stars,Easy to use,Cooking
375,SIDDAIAH PK,20 January 2019,5.0 out of 5 stars,Loved it,Thanks Philips  I can have fries daily as much I love
376,Rajiv,23 September 2015,5.0 out of 5 stars,Three Stars,Philips service guy came for a demo.. It makes everything quick and crisp.. From fries to mathi to samosa and without oil..Must have product
377,Abhijeet Debnath,25 February 2018,5.0 out of 5 stars,Five Stars,Must have product for a fit lifestyle
378,gurpreet,10 November 2019,1.0 out of 5 stars,Disappointed,Received a broken piece
379,Prateek Maheshwari,7 December 2020,5.0 out of 5 stars,Good product,Good product
380,Vinayak Sutar,11 March 2016,5.0 out of 5 stars,Best Delivery being taken care by cloudtail and amazon.,I was little reluctant purchase product from cloudtail but the deliver was awesome with no issues reported. Good show team.
381,Nithin Kuyilan,23 August 2016,5.0 out of 5 stars,Five Stars,Very good product. I am yet to explore full potential of this one but I still love it.
382,Amazon Customer,3 November 2019,5.0 out of 5 stars,cleaning is a bit issue....,easy to use.....
383,PC Pratihari,30 November 2015,3.0 out of 5 stars,Useful,Useful but dint supply the latest model
384,Sanjeev,24 November 2019,4.0 out of 5 stars,Excellent,Suitabe products for a famiy
385,AMIT,28 February 2020,5.0 out of 5 stars,Very good product,Extremely good
386,Malathy G.,17 May 2016,4.0 out of 5 stars,Four Stars,I brought it for gifting
387,Prasant,5 March 2020,5.0 out of 5 stars,Value for money.,Very convenient and effective.
388,Geetanjali,21 October 2018,4.0 out of 5 stars,Philips Air fryer,"It's a good product. I am using it since last 4to5 months, easy to clean, worth buying"
389,pervezb,29 March 2015,5.0 out of 5 stars,Phillips always makes good product and this is also the,Phillips  always makes good product and this is also the best
390,vijinder singh,25 February 2017,5.0 out of 5 stars,Five Stars,Good product
391,Rahul,23 March 2015,5.0 out of 5 stars,Simply Brilliant,"Amazing Product... Simply stash in frozen fries (Yummiez or McCain), no need to apply even a drop of oil... and McDonald like french fries are ready to eat in about 5 minutes..."
392,subha bhattacharya,17 September 2019,5.0 out of 5 stars,Excellent product for home,Good product.
393,Amazon Customer,5 January 2019,5.0 out of 5 stars,Wow,Great
394,Amazon Customer,14 November 2016,5.0 out of 5 stars,Awesome product,Awesome product
395,SARADA  DAS,24 February 2021,4.0 out of 5 stars,Ease of use,Good
396,Sanjay Saxena,17 November 2015,5.0 out of 5 stars,Great Product,Perfect product and healthy too.
397,Sumit Mittal,19 January 2017,5.0 out of 5 stars,Five Stars,Love it..
398,Hrudayananda,12 October 2016,4.0 out of 5 stars,Four Stars,good product
399,Vijay Pasupuleti,1 March 2020,5.0 out of 5 stars,Very Useful and Healthy,Good product
400,Kusuma reddy,15 January 2020,5.0 out of 5 stars,Nice Product,Awesome
401,SREE,9 November 2014,4.0 out of 5 stars,easy to use,"Healthy and Tasty, easy to use. The only improvement could think of is to provide "" removable Bottom Wire Mesh for easy cleaning"" and to provide extra Meshes free of Charges."
402,Pritam,6 November 2017,5.0 out of 5 stars,Way to good health!,The best gadget and pride of my kitchen.
403,Hitesh,4 October 2019,5.0 out of 5 stars,Best,Good quality
404,Mukund Muchandikar,26 November 2019,5.0 out of 5 stars,Value for money!!,Value for money!!
405,vipan Gupta,31 July 2018,5.0 out of 5 stars,Want another in same price,Want another in same price
406,shivani singla,8 December 2016,5.0 out of 5 stars,Five Stars,i love this product.
407,Nisha Gupta,24 May 2019,1.0 out of 5 stars,Not satisfied,Brought..but was not working properly... making lot of noice
408,SHASHI,8 November 2017,5.0 out of 5 stars,Five Stars,AGREAT BUY. VERY USEFULL
409,supriya narang,30 November 2019,5.0 out of 5 stars,Fantastic thing... Worth buying it.... Loved it...,Fantastic thing...Worth buying it..
410,Umang Bhatia,1 September 2019,5.0 out of 5 stars,Helpful product and very easy tonuse,Very easy to use n saves time.
411,Frank,14 December 2014,5.0 out of 5 stars,Five Stars,Excellent product. Yummy food minus the oodles of oil used for deep frying.
412,Divik,2 March 2016,5.0 out of 5 stars,Healthy cooking,Good product.
413,vaibhav khosla,12 November 2016,4.0 out of 5 stars,It is good for people who it lot of fried food,Product deliver on time. It is good for people who it lot of fried food. Food taste is same as deepfry food. It is easy to make in this.
414,Sarath,9 November 2019,5.0 out of 5 stars,Nice product,It’s very friendly user
415,vipul Mhatre,24 November 2019,5.0 out of 5 stars,Class product from Philips,easy to use and easy to clean
416,Jiaul Shaikh,9 May 2016,5.0 out of 5 stars,Five Stars,Good Product
417,Chinmay Bhuta,27 November 2013,5.0 out of 5 stars,Excellent Product,"This is a great product. Even with such less oil, the Airfryer manages to cook the product really well. I can finally eat the stuff I like without worrying too much about the fat!"
418,Paresh Kamat,29 February 2016,5.0 out of 5 stars,Five Stars,Worth the buy
419,Puneet sharma,18 January 2020,1.0 out of 5 stars,Want to return,Body damaged
420,DPGOYAL,10 November 2015,5.0 out of 5 stars,Very nice product. We prepared samosas and biscuits using it,Very nice product. We prepared samosas and biscuits using it. So tasty. Prepared namkeen today for the occasion of Diwali. All too good. A must have applianc
421,bishram topno,8 January 2020,5.0 out of 5 stars,❤😘,M loving it..
422,naveen k,15 October 2017,5.0 out of 5 stars,Five Stars,Very good
423,Mrittika,30 June 2019,4.0 out of 5 stars,Super👌🏻,Best thing I have ever bought
424,Anne Mathew,24 March 2015,5.0 out of 5 stars,Magical airfryer,"Wonderful addition to the kitchen. We are eating healthy and not just snacks. This magical fryer can cook, bake, grill and roast with no oil or with very little quantity!"
425,Sahil Malhotra ,6 November 2019,4.0 out of 5 stars,Great deal,Nyc product
426,Rajesh.S,9 March 2016,5.0 out of 5 stars,easy maintenance and cooking is very easy,"very durable , easy maintenance and cooking is very easy.almost same taste as oil fried"
427,KARRA RAJA SEKHAR,30 June 2019,5.0 out of 5 stars,Good one,Good
428,C,15 August 2015,5.0 out of 5 stars,Five Stars,love it ..
429,Amazon Customer,16 February 2018,4.0 out of 5 stars,Four Stars,A good product with all expected results.
430,Verified,20 June 2018,5.0 out of 5 stars,Five Stars,For healthy eating just go for itNo compromise with taste
431,Ashish,29 October 2015,5.0 out of 5 stars,Five Stars,good product from Amazon. I love amazon. I have spent money for Philips Airfryer and am satisfied
432,Amazon Customer,9 March 2019,3.0 out of 5 stars,Not satisfied,What i had expected it is not that upto
433,Prasanth,6 May 2015,4.0 out of 5 stars,Four Stars,Good performance
434,MILAN CHAKRAVARTI,27 May 2016,5.0 out of 5 stars,Five Stars,awesome indeed
435,Asit S.,4 December 2014,5.0 out of 5 stars,Amazing equipment. Amozing service from Amazone,Amazing equipment. Amozing service from Amazone..I got the delicery within 48 hrs even though in the order it was mentioned 4 to 5 working days....Cheers
436,Coldice,22 November 2015,4.0 out of 5 stars,Four Stars,Good
437,good book,23 January 2016,5.0 out of 5 stars,Five Stars,Good product
438,Dr. Kalai,12 June 2018,4.0 out of 5 stars,Four Stars,Value for money
439,Gopal,2 February 2015,5.0 out of 5 stars,Philips Air Fryer,Good product . Working very well . Did not receive Receipe Booklet . Normally comes with the product .
440,Sanchit G.,30 October 2019,3.0 out of 5 stars,Got damage piece,Got damage piece
441,Swati Goyal,10 February 2015,4.0 out of 5 stars,Very good product. Have used it to make McCain products,"Very good product. Have used it to make McCain products, and also to fry usual paneer (cottage cheese) pieces. Turned out well. Quick way of making snacks for guests."
442,Amazon Customer,14 January 2019,5.0 out of 5 stars,Very good product,Easy to clean
443,Anupama Sharma,19 November 2018,3.0 out of 5 stars,Nice colour,Working fine
444,Amazon Customer,6 October 2018,5.0 out of 5 stars,Good buy,"Good buy, better than the indian brands"
445,Sushma Mathur,6 January 2016,4.0 out of 5 stars,Four Stars,It's very good.
446,Monish Merani,28 October 2015,1.0 out of 5 stars,Defective Delivery,"I got Defective piece, I placed order in Offer period & received Defective piece. Disgusting, It was gift and it turned out to be defective."
447,Dhruv Raj,7 August 2017,5.0 out of 5 stars,Five Stars,Very gOOd product
448,Dharmendra kumar,12 November 2019,5.0 out of 5 stars,realy awesome product,good product
449,Surinder Singh Lakhanpal,20 January 2017,5.0 out of 5 stars,Excellent product l am very much satisfied prompt delivery by ...,Excellent product  l am very much satisfied prompt delivery by Amazon.
450,Amit Srivastava,14 March 2019,5.0 out of 5 stars,Recommended,Good
451,Rajat,27 April 2015,5.0 out of 5 stars,Five Stars,It is a great product
452,Amazon Customer,1 April 2019,5.0 out of 5 stars,A1,Too good
453,Amazon Customer,31 October 2019,1.0 out of 5 stars,Damaged products,Item damaged
454,Krishna R.,31 October 2019,5.0 out of 5 stars,Good product,Good product
455,shweta ,12 June 2019,5.0 out of 5 stars,Good product,Tough to clean the mesh inside
456,PRAKASH V.KOHOK,31 October 2018,4.0 out of 5 stars,Nice,It's useful
457,Amazon Customer,3 March 2019,5.0 out of 5 stars,Very good,Useful product. I love it.
458,Raja Mokha,22 August 2015,5.0 out of 5 stars,Worth the money,Really a nice product.
459,akash saxena,1 May 2018,5.0 out of 5 stars,Five Stars,Great Product! Cooks everything without use of oil perfectly.
460,Dinesh Bhaskaran,3 August 2019,5.0 out of 5 stars,Value for money,Very good
461,shekhar tiwari,23 September 2014,5.0 out of 5 stars,Five Stars,Excellent product must have in kitchen esp fr roasting food
462,S M Gakhar,19 October 2018,5.0 out of 5 stars,Worth it!,Very useful
463,Rajesh,22 March 2015,5.0 out of 5 stars,Five Stars,as advertised
464,AMAR KUMAR BHATTACHARJEE,2 March 2016,5.0 out of 5 stars,Five Stars,it is exellent
465,PSReddy,31 January 2018,5.0 out of 5 stars,Five Stars,"Excellent product, every urban household should have one & use regularly"
466,SK,26 October 2014,5.0 out of 5 stars,Five Stars,Everyone at home loves it
467,PRABHCHATT,9 October 2019,3.0 out of 5 stars,Health is Wealth,Healthy
468,Pancham,6 January 2016,5.0 out of 5 stars,... more than 2 days before scheduled delivery date in perfect condition. Very happy with air fryer that is ...,The package arrived more than 2 days before scheduled delivery date in perfect condition. Very happy with air fryer that is used almost every day.
469,sandip nalawade,22 May 2014,5.0 out of 5 stars,Good and healthy product,"Amazing product, Just go for it with Amazon swift service.Thank you team..PHILIPS VIVA good product you should go for this."
470,Top buyer,8 November 2016,4.0 out of 5 stars,Product is awesome. I just love it,Product is awesome. I just love it. It does not give same texture and taste but serves the purpose of saving oil and fat
471,Daljeet,30 November 2017,5.0 out of 5 stars,) good product,Very healthy frying...:) good product
472,Vivek,15 January 2018,4.0 out of 5 stars,Four Stars,Great product ..Along with a nice recipe book .
473,Leena Kumar,4 August 2019,1.0 out of 5 stars,Piece is broken. Kindly replace the product.,Poor quality
474,Vinod Bhola,24 May 2015,5.0 out of 5 stars,Five Stars,Great
475,Arka Ghosh,10 February 2019,5.0 out of 5 stars,Very good product,Very good product
476,ARUN NARANG,23 November 2014,5.0 out of 5 stars,Five Stars,Very good product.. like it
477,nasir yezdani,29 September 2015,5.0 out of 5 stars,PHILIPS AIR FRYER,"I AM FULLY SATISFIED  THIS IS A VERY USER FRIENDLY APPLAINCE IN THE KITCHEN,PARTICULARLY HANDLING RESULTS ARE AMAZING I LIKE TASTED OF 'SEEKH KABAB'"
478,Nikunj Beriwala,31 December 2014,5.0 out of 5 stars,Five Stars,Very Good
479,Ibrahim Tanveer,5 August 2018,5.0 out of 5 stars,Just bought it for low fat french fries,Loved it
480,Abhijit,29 March 2017,5.0 out of 5 stars,A nice product,An easy solution to cook continental food. Not much suitable for Indian cooking.
481,Hero,17 August 2019,5.0 out of 5 stars,A W E S O M E ❤️,Go 4 It!
482,arun,24 January 2016,5.0 out of 5 stars,Five Stars,Great product
483,Ved Gupta,18 December 2013,5.0 out of 5 stars,Vow,It is really a replacement for conventional boiling oil vessels and delivers equally good cooking sans oil.Wonderful for health concious!!!
484,ANAND ,12 May 2019,5.0 out of 5 stars,Air fryer for oil free recipes,Very useful product
485,Eshan,12 March 2015,5.0 out of 5 stars,A very good product.,"A very good product .. You can prepare all sort of food, which needa frying .. Had very tasty samosas"
486,Durrat,21 September 2014,4.0 out of 5 stars,Four Stars,Good product!
487,param kumar singh,7 June 2019,5.0 out of 5 stars,Use it,Like it
488,Siddharth Sant,21 June 2019,5.0 out of 5 stars,Amazon,Bhari
489,Ajoy,30 May 2019,5.0 out of 5 stars,Super,Excellent
490,Akshay Prasad,27 May 2016,5.0 out of 5 stars,Five Stars,Really good and well priced as well. Super packaginf
491,Rachit Mathur,11 March 2019,5.0 out of 5 stars,Good,Good
492,Amazon Customer,21 September 2018,4.0 out of 5 stars,👍,Durable
493,jes raphael,31 August 2017,4.0 out of 5 stars,Four Stars,excellent product.
494,Rajendra Singh,9 December 2015,5.0 out of 5 stars,Happy cooking.,Ecellent gadget to have at home.Ease of operation and use.Go for it.Amazon made it easier to own one without hasseles.Happy cooking.
495,hemal shah,10 September 2014,5.0 out of 5 stars,Five Stars,"excellent product, good for health but i have not received the partition slide for the fryer."
496,vinod,12 April 2018,5.0 out of 5 stars,Five Stars,Nice
497,C Balamurugan,12 March 2015,4.0 out of 5 stars,Four Stars,ok
498,dhruv sapra,24 August 2016,5.0 out of 5 stars,Amazing product,"Sturdy product, do buy the appropriate accessories"
499,Ravi Kumar,29 January 2017,5.0 out of 5 stars,Five Stars,Till now it working fine.
500,Amazon Customer,9 March 2016,5.0 out of 5 stars,Just amazing  !!!!,It's just amazing.. A must have product for food lovers for a  healthy diet & healthy life..
501,Vijaykumar S.,25 February 2016,4.0 out of 5 stars,Four Stars,Good
502,Radhakrishnan,29 June 2015,4.0 out of 5 stars,Four Stars,good one
503,Shrikant Sule,11 November 2018,5.0 out of 5 stars,Ok.,Every is so far so Good. Thanks
504,bhaskar,22 August 2015,4.0 out of 5 stars,Four Stars,Excellent product. Very convenient .every kitchen should have one.
505,Nitin,19 October 2014,4.0 out of 5 stars,Four Stars,Innovative and quality cooking!
506,Harir,25 January 2017,5.0 out of 5 stars,Five Stars,good product
507,Happy,21 January 2019,5.0 out of 5 stars,Super.,Good product.
508,Parveen Sheikh,10 April 2018,5.0 out of 5 stars,Amazing quality!,Using it since last 1 year. Amazing quality!!
509,Naveen Puvvala,13 November 2018,5.0 out of 5 stars,Good product,Good product
510,amit,18 December 2014,4.0 out of 5 stars,Four Stars,"Nice item for kitchen ,specially for weight watchers.in fact a must for  an Indian household"
511,Sivaji s ghose,10 May 2015,5.0 out of 5 stars,Five Stars,awesome
512,pritam kukillaya,10 November 2014,2.0 out of 5 stars,"good advertisements. however the product does not ""cook"" as ...","good advertisements . however the product does not ""cook"" as described and suggested."
513,Manju S,25 October 2014,5.0 out of 5 stars,Five Stars,Excellent
514,Vijay Sangam,24 June 2018,5.0 out of 5 stars,Five Stars,Very useful for my evening snacks.
515,capt vinay khetrapal,14 March 2016,4.0 out of 5 stars,Four Stars,Excellent product.  Value for money.
516,Madhav,13 April 2016,4.0 out of 5 stars,Four Stars,Very good product
517,Amazon Customer,10 June 2018,1.0 out of 5 stars,Waiting for the replacement,It was defective and returned back
518,A longtime AMZN Prime member,25 February 2015,4.0 out of 5 stars,Four Stars,This is a good product. Made some French fries and it was fantastic. Loved this product.
519,Amazon Customer,1 April 2018,5.0 out of 5 stars,Five Stars,Excellent performance of product.
520,Rinu,7 June 2018,1.0 out of 5 stars,Low quality,got the item totally broken
521,Rajiv,30 January 2016,3.0 out of 5 stars,Three Stars,Very old item. The manufacturing date was almost a year old
522,Vijay Patil,8 March 2015,5.0 out of 5 stars,Five Stars,Very handy and my children love the french fries cooked in the fryer.
523,wilburn fernandes,24 October 2017,5.0 out of 5 stars,Five Stars,Excellent product.
524,Manu,21 November 2015,5.0 out of 5 stars,Five Stars,Very useful.. And good for all snack without oil..
525,amarnath reddy,13 November 2014,4.0 out of 5 stars,Four Stars,Good product
526,bhavna,13 November 2015,1.0 out of 5 stars,One Star,This product is having some problem..the rod keeps coming out ..what shall I do
527,naresh chetan,1 April 2015,5.0 out of 5 stars,"Philips innovation has always been fabulous, this product is ...","Philips innovation has always been fabulous , this product is for people who are frightened about eating fried !"
528,Komal Vasdev,9 July 2015,5.0 out of 5 stars,love it!,"My mom loves it! She makes fries, chips, tikkis without a lot of oil..."
529,Amazon Customer,6 March 2015,5.0 out of 5 stars,Five Stars,Amazing product and many healthy reasons to have one
530,Rakesh Aggarwal,16 October 2014,5.0 out of 5 stars,Satisfied with both Delivery as well as the,Satisfied with bothDelivery as well as the product
531,Bhav,4 September 2015,5.0 out of 5 stars,Five Stars,Exceeded expectations way beyond. It's a must have for household which focus on healthy cooking
532,gangadhar buddhi,8 September 2015,5.0 out of 5 stars,very useful...,"good buy .. fry recipes are coming well, change in oil consumption  is quiet evident ..."
533,BANSAL,13 March 2018,5.0 out of 5 stars,Five Stars,"useful , works nicely"
534,jyotsna,7 November 2016,5.0 out of 5 stars,Five Stars,Good Product.........even made grilled fish and chicken drumsticks
535,Richard,16 October 2015,4.0 out of 5 stars,Four Stars,Beautiful and marvellous
536,gaurav p.,22 November 2016,5.0 out of 5 stars,Five Stars,Vert good product. Will recommend everyone who are afraid of Oil in food
537,RAJESH,22 May 2015,4.0 out of 5 stars,Usefull household item in todays fast track n diet cautious ...,"Usefull household item in todays fast track n diet cautious life, and lucikly I got it at rock bottom price"
538,Rahul,27 October 2015,4.0 out of 5 stars,Four Stars,The packaging for the product was amazing!! Product is working fine so far!!
539,Vivek Loharuka,28 September 2015,4.0 out of 5 stars,Four Stars,Very nice and value for money.
540,Narendra,26 February 2018,3.0 out of 5 stars,Three Stars,Product is good.
541,Meena V Muzumdar,11 November 2014,5.0 out of 5 stars,Too good. I've tried just two-three items and am very ...,Too good.  I've tried just two-three items and am very happy with the minimal oil utilised for frying.  Thanks
542,arun siagal,6 May 2016,5.0 out of 5 stars,Five Stars,this product is best in the competition.
543,Aziz kapadia,6 December 2014,3.0 out of 5 stars,Three Stars,product is good. The enjoying in deep fry food and this health consious preparation  is totally different. Its okay.
544,sushama banik,27 August 2017,5.0 out of 5 stars,Five Stars,good
545,Jatin Bindra,18 November 2015,5.0 out of 5 stars,Five Stars,Good quality product and very useful. Go for it.
546,Manish h Mukhatyar,15 January 2015,5.0 out of 5 stars,Nice product very useful Working perfectly Very nice 👌,Nice product very usefulWorking perfectlyVery nice 👌
547,RAJ SHARMA,12 January 2015,4.0 out of 5 stars,Four Stars,Enjoying fried items w/o oil and w/o loosing taste.
548,Prem,17 November 2014,4.0 out of 5 stars,Four Stars,VFM considering that it gives you oil free food. Really worth for people fond of fry items.
549,amit v sehgal,19 August 2015,5.0 out of 5 stars,Convincing,Excellent
550,Amazon Customer,17 October 2016,4.0 out of 5 stars,Its good but takes lot of time to cook,Its good  but takes lot of time to cook.
551,Dr. Satbir Singh,25 October 2015,4.0 out of 5 stars,Four Stars,"Very good and useful product,excellent packing,timely delivery byAmazon...,"
552,HCM PASHA,7 October 2017,5.0 out of 5 stars,Five Stars,awesome nonveg food recommedable product
553,apeksha,26 January 2017,1.0 out of 5 stars,Pathetic,Broken product delivered
554,manish,26 June 2015,4.0 out of 5 stars,Four Stars,Too good.. wish they had different design mesh for grilling. Toasting too is possible.
555,Manish Sharma,9 July 2015,5.0 out of 5 stars,best buy,good product ...excellent service.
556,Kevin,18 November 2014,4.0 out of 5 stars,Great product!,"Consider purchasing this one, if you wanna save time and oil."
557,shikha,25 October 2015,4.0 out of 5 stars,Four Stars,Very nice product worth buying it delivered before then expected date
558,Hari R,17 January 2016,5.0 out of 5 stars,Need to Have at Home,"Food tastes Different Nowadays, we have been using it since the day it arrived.."
559,satyamahuja,8 December 2016,5.0 out of 5 stars,good for health,"value for money, good for health..."
560,Amazon Customer,29 January 2016,5.0 out of 5 stars,Five Stars,too good. saves not only oil but also time.  result awesome.
561,Amazon Customer,26 January 2017,2.0 out of 5 stars,Not so good delivery,"Order is break, product  is break"
562,sangeeta,20 December 2014,3.0 out of 5 stars,Three Stars,Only good for non veg and potatoes. Called up the company for demo but no one came
563,Anbazhagan,10 November 2015,1.0 out of 5 stars,Not Good,"Slight pull the handle is broken, even before using it."
564,Ashis Kumar Majumdar,6 May 2015,5.0 out of 5 stars,Five Stars,Amazing product. I am enjoying the fried items without fear of increased cholesterol.
565,Amazon Customer,15 November 2016,5.0 out of 5 stars,Five Stars,Go for it... using since last month..No issues yet...
566,Krishna Chaithanya,12 December 2015,4.0 out of 5 stars,Four Stars,Good product
567,Puneet Arora,10 November 2014,4.0 out of 5 stars,No good for pakoras etc,Works well with dry stuff. No good for pakoras etc.
568,radhika,15 April 2015,1.0 out of 5 stars,waste packing.,it came out broken. waste packing.
569,Sourabh Nahar,23 October 2015,5.0 out of 5 stars,Philips Viva Collection HD9220 Air Fryer,Great product and speed delivery.
570,U Sadhu,17 August 2015,2.0 out of 5 stars,Two Stars,Not as easy to make fry as I thought
571,Krsna,4 September 2015,5.0 out of 5 stars,Great product.,Great product.Especially if your family loves snacks.
572,meena shah,6 August 2015,5.0 out of 5 stars,Five Stars,A very good choice for the health conscious. Makes great fries and what not!
573,gautham,26 January 2016,5.0 out of 5 stars,Happy with it,Works as advertised. Delivered on schedule. Happy with it
574,Amazon Customer,5 December 2015,5.0 out of 5 stars,Five Stars,excellent product and services of amazon are also very good.
575,Bimal K. Shah,20 August 2015,3.0 out of 5 stars,a let down,Easy to use but be ready to compromise on the taste. French fries taste really bad.
576,Pooja,21 August 2014,5.0 out of 5 stars,Five Stars,Excellent for frozen snacks.people fond of fried food must have it.
577,Yatin O.,25 February 2016,3.0 out of 5 stars,Three Stars,Not receivrd bill & warranty card with it & no demo book
578,ritesh tekchandani,23 March 2015,5.0 out of 5 stars,Five Stars,excellent product please do buy it  best for your health
579,Amazon Customer,30 October 2015,5.0 out of 5 stars,Excellent,Excellent
580,Harshit Verma,7 October 2015,1.0 out of 5 stars,Got a broken piece,Had to return
581,Amazon Customer,22 November 2015,5.0 out of 5 stars,Five Stars,Comes with good safe packing. The product also met its expectations.
582,GP Juneja,22 September 2015,5.0 out of 5 stars,A boon for health conscious,Wonderful item saves lot of time also take care of your health.
583,Amazon Customer,29 January 2017,5.0 out of 5 stars,Five Stars,More than expectation
584,Ravinder Khera,21 March 2015,5.0 out of 5 stars,Five Stars,better than best
585,Sachin A.,2 June 2016,5.0 out of 5 stars,Five Stars,"Good Product, for healthy food"
586,Seema Ahuja,24 November 2014,5.0 out of 5 stars,Five Stars,Great delivery time line. Liked the promo.
587,Amazon Customer,4 May 2016,5.0 out of 5 stars,will like to buy more items through Amazon,"Enjoying it, will like to buy more items through Amazon."
588,Amazon Customer,15 November 2017,5.0 out of 5 stars,Five Stars,Excellent
589,Tanuja raj,14 December 2014,5.0 out of 5 stars,"Very good, convenient and effort saving","Very good ,convenient and effort saving."
590,chids,14 June 2015,5.0 out of 5 stars,Five Stars,Good one
591,Amazon Customer,19 June 2016,4.0 out of 5 stars,Four Stars,Working fine after about six months
592,Amazon Customer,20 July 2017,5.0 out of 5 stars,Happy Shopping,Happy with product.
593,sridhar,28 September 2014,5.0 out of 5 stars,it is superb speciay with chicken sheik and with very ...,it is superb speciay  with chicken sheik and with very littel oil say half a spoon
594,MEETA MAHAJAN,21 November 2015,4.0 out of 5 stars,Four Stars,Enjoying cooking with it!!
595,Naman,13 November 2014,5.0 out of 5 stars,airfryer,Excellent
596,Amazon Customer,29 February 2016,5.0 out of 5 stars,Five Stars,very nice product.....no issues...
597,Amazon Customer,17 November 2016,1.0 out of 5 stars,One Star,It's not working i want to exchange it
598,Amol Gaikwad,13 November 2014,4.0 out of 5 stars,Four Stars,Good product to have in the Kitchen for oil free food..... :)
599,Aniket Phatak,19 August 2015,4.0 out of 5 stars,good,Quite good but cannot cook large quantities of food
600,Taruni,9 November 2014,2.0 out of 5 stars,Two Stars,A big disappointment as far as Indian cuisine is concerned
601,Rocket Singh,24 November 2015,5.0 out of 5 stars,Five Stars,Very Good product....
602,Varun Khanna,11 November 2017,4.0 out of 5 stars,Four Stars,Good
603,Amazon Customer,29 October 2015,5.0 out of 5 stars,Five Stars,Very nice product for health. It makes kebab like micro oven.
604,jay kumar,10 November 2014,5.0 out of 5 stars,Five Stars,Best for snacks !!!
605,Monisha Sharma,24 October 2014,4.0 out of 5 stars,Air Fryer,Very happy with the purchase!
606,Rohit Kansal,26 June 2015,5.0 out of 5 stars,Five Stars,Awsm service by philips and amazon..
607,ramesh jethwani,7 December 2014,4.0 out of 5 stars,Four Stars,with hardly any use of oil it lets you enjoy many a food items guilt free
608,sanjay s kochhar,26 September 2014,5.0 out of 5 stars,Five Stars,"amazing product for the entire family, less oil consumption for good health."
609,Thomas Xavier,16 October 2015,5.0 out of 5 stars,Five Stars,Great product. All should consider buying this item.
610,Vinod kumar Sahay,27 October 2014,4.0 out of 5 stars,Great product. Meets all expectations,Great  product. Meets  all expectations.
611,Amazon Customer,2 December 2015,4.0 out of 5 stars,Four Stars,Good product got delivery on time
612,Namrata Sood,25 September 2015,2.0 out of 5 stars,Two Stars,It came a bit damaged
613,S Ranganathan,8 November 2015,5.0 out of 5 stars,Five Stars,Excellent and enjoying fry subzis.
614,ranjan kr deka,18 November 2014,5.0 out of 5 stars,Five Stars,I have found the product in excellence condition
615,Amazon Customer,6 December 2015,4.0 out of 5 stars,Four Stars,Good experience with Air Fryer!
616,Sunny,17 August 2015,4.0 out of 5 stars,Four Stars,Good product and very useful.
617,Kurush Paghdiwalla,9 November 2014,5.0 out of 5 stars,Five Stars,Everything as expected.
618,raj,2 September 2015,5.0 out of 5 stars,Five Stars,Very easy to use and very versatile
619,Leela Taparia,29 December 2014,5.0 out of 5 stars,Five Stars,Must buy for all weight watchers !!
620,Amazon Customer,22 November 2015,3.0 out of 5 stars,Three Stars,It was a good product
621,Ankit,28 February 2016,5.0 out of 5 stars,Five Stars,Awesome Product
622,Amazon Customer,21 October 2015,5.0 out of 5 stars,Five Stars,Great product. But buy
623,Jasneet Singh Narang,29 December 2014,5.0 out of 5 stars,Five Stars,It was good.
624,Sunil Kumar Mittal,26 June 2015,5.0 out of 5 stars,Five Stars,nice
625,cyrus shroff,22 January 2016,3.0 out of 5 stars,Three Stars,OK
626,raunak,9 November 2014,5.0 out of 5 stars,Five Stars,As per expectation
627,Amazon Customer,7 December 2015,5.0 out of 5 stars,Five Stars,Excellent Product
628,Rahul Gupte,26 September 2014,5.0 out of 5 stars,Wonderful product,My family loves it.
629,Amazon Customer,1 April 2016,5.0 out of 5 stars,Five Stars,Great job
630,Punya Seth,17 July 2015,5.0 out of 5 stars,Five Stars,Too good
631,xuri,9 October 2014,4.0 out of 5 stars,Four Stars,Saves oil
632,SS,26 June 2015,5.0 out of 5 stars,Five Stars,Awesome
633,Sridhar,29 September 2014,5.0 out of 5 stars,Five Stars,A very good buy
634,Judy Fernandes,28 February 2015,5.0 out of 5 stars,Five Stars,Excellent!!!
635,Deepak Kukreja,9 July 2015,5.0 out of 5 stars,Good,Good
636,Pranay,27 November 2014,5.0 out of 5 stars,Only two words!,FAT FREE!
637,Balaji Ilamparuthi,15 September 2014,5.0 out of 5 stars,Five Stars,Loving It
